company,category,date,aum,new_issue,nav_change,holding_sales
建信基金,passive_equity_etf_with_link,20250331,308.13,0,0,0
建信基金,passive_equity_etf_with_link,20250630,341.14,13.21,19.81,33.01
建信基金,passive_equity_etf_no_link,20241231,275.43,0,0,0
建信基金,passive_equity_etf_no_link,20250331,278.19,0,0,0
建信基金,passive_equity_etf_no_link,20250630,280.94,1.1,1.65,2.75
招商基金,active_equity,20241231,603.0,0,0,0
招商基金,active_equity,20250331,605.5,0,0,0
招商基金,active_equity,20250630,608.0,13,56,-56
招商基金,passive_equity,20241231,253.86,0,0,0
招商基金,passive_equity,20250331,262.75,0,0,0
招商基金,passive_equity,20250630,271.63,3.55,5.33,8.89
招商基金,fixed_income_plus,20241231,1790.98,0,0,0
招商基金,fixed_income_plus,20250331,1710.39,0,0,0
招商基金,fixed_income_plus,20250630,1629.8,0,-48.36,-112.83
招商基金,fixed_income,20241231,3184.0,0,0,0
招商基金,fixed_income,20250331,3078.0,0,0,0
招商基金,fixed_income,20250630,2972.0,15,21,-247
招商基金,fof,20241231,23.0,0,0,0
招商基金,fof,20250331,37.5,0,0,0
招商基金,fof,20250630,52.0,30,1,-2
招商基金,passive_equity_etf_with_link,20241231,243.04,0,0,0
招商基金,passive_equity_etf_with_link,20250331,236.96,0,0,0
招商基金,passive_equity_etf_with_link,20250630,230.89,0,-3.65,-8.51
招商基金,passive_equity_etf_no_link,20241231,179.38,0,0,0
招商基金,passive_equity_etf_no_link,20250331,184.76,0,0,0
招商基金,passive_equity_etf_no_link,20250630,190.14,2.15,3.23,5.38
工银瑞信基金,active_equity,20241231,971.0,0,0,0
工银瑞信基金,active_equity,20250331,966.5,0,0,0
工银瑞信基金,active_equity,20250630,962.0,2,62,-73
工银瑞信基金,passive_equity,20241231,261.52,0,0,0
工银瑞信基金,passive_equity,20250331,260.21,0,0,0
工银瑞信基金,passive_equity,20250630,258.9,0,-0.78,-1.83
工银瑞信基金,fixed_income_plus,20241231,1510.26,0,0,0
工银瑞信基金,fixed_income_plus,20250331,1480.06,0,0,0
工银瑞信基金,fixed_income_plus,20250630,1449.85,0,-18.12,-42.29
工银瑞信基金,fixed_income,20241231,320.76,0,0,0
工银瑞信基金,fixed_income,20250331,341.61,0,0,0
工银瑞信基金,fixed_income,20250630,362.46,8.34,12.51,20.85
工银瑞信基金,fof,20241231,29.0,0,0,0
工银瑞信基金,fof,20250331,31.0,0,0,0
工银瑞信基金,fof,20250630,33.0,0,2,2
工银瑞信基金,passive_equity_etf_with_link,20241231,181.87,0,0,0
工银瑞信基金,passive_equity_etf_with_link,20250331,200.97,0,0,0
工银瑞信基金,passive_equity_etf_with_link,20250630,220.07,7.64,11.46,19.1
工银瑞信基金,passive_equity_etf_no_link,20241231,167.81,0,0,0
工银瑞信基金,passive_equity_etf_no_link,20250331,174.52,0,0,0
工银瑞信基金,passive_equity_etf_no_link,20250630,181.23,2.68,4.03,6.71
国泰基金,active_equity,20241231,254.08,0,0,0
国泰基金,active_equity,20250331,238.83,0,0,0
国泰基金,active_equity,20250630,223.59,0,-9.15,-21.34
国泰基金,passive_equity,20241231,1328.26,0,0,0
国泰基金,passive_equity,20250331,1334.9,0,0,0
国泰基金,passive_equity,20250630,1341.54,2.66,3.98,6.64
国泰基金,fixed_income_plus,20241231,1368.92,0,0,0
国泰基金,fixed_income_plus,20250331,1355.23,0,0,0
国泰基金,fixed_income_plus,20250630,1341.54,0,-8.21,-19.16
国泰基金,fixed_income,20241231,669.93,0,0,0
国泰基金,fixed_income,20250331,633.09,0,0,0
国泰基金,fixed_income,20250630,596.24,0,-22.11,-51.58
国泰基金,fof,20241231,27.25,0,0,0
国泰基金,fof,20250331,27.67,0,0,0
国泰基金,fof,20250630,28.09,0.09,0.09,0.66
国泰基金,passive_equity_etf_with_link,20241231,1200.32,0,0,0
国泰基金,passive_equity_etf_with_link,20250331,1170.32,0,0,0
国泰基金,passive_equity_etf_with_link,20250630,1140.31,0,-18.0,-42.01
国泰基金,passive_equity_etf_no_link,20241231,1020.74,0,0,0
国泰基金,passive_equity_etf_no_link,20250331,979.91,0,0,0
国泰基金,passive_equity_etf_no_link,20250630,939.08,0,-24.5,-57.16
华安基金,active_equity,20241231,819.0,0,0,0
华安基金,active_equity,20250331,798.5,0,0,0
华安基金,active_equity,20250630,778.0,6,34,-81
华安基金,passive_equity,20241231,966.1,0,0,0
华安基金,passive_equity,20250331,1009.58,0,0,0
华安基金,passive_equity,20250630,1053.05,17.39,26.08,43.47
华安基金,fixed_income_plus,20241231,806.06,0,0,0
华安基金,fixed_income_plus,20250331,878.6,0,0,0
华安基金,fixed_income_plus,20250630,951.15,29.02,43.53,72.54
华安基金,fixed_income,20241231,799.28,0,0,0
华安基金,fixed_income,20250331,807.27,0,0,0
华安基金,fixed_income,20250630,815.27,3.2,4.8,7.99
华安基金,fof,20241231,54.49,0,0,0
华安基金,fof,20250331,55.34,0,0,0
华安基金,fof,20250630,56.18,0.27,0.27,1.15
华安基金,passive_equity_etf_with_link,20241231,778.34,0,0,0
华安基金,passive_equity_etf_with_link,20250331,836.72,0,0,0
华安基金,passive_equity_etf_with_link,20250630,895.1,23.35,35.03,58.38
华安基金,passive_equity_etf_no_link,20241231,708.79,0,0,0
华安基金,passive_equity_etf_no_link,20250331,722.96,0,0,0
华安基金,passive_equity_etf_no_link,20250630,737.14,5.67,8.51,14.18
华泰柏瑞基金,active_equity,20241231,476.73,0,0,0
华泰柏瑞基金,active_equity,20250331,533.94,0,0,0
华泰柏瑞基金,active_equity,20250630,591.14,22.88,34.32,57.21
华泰柏瑞基金,passive_equity,20241231,554.2,0,0,0
华泰柏瑞基金,passive_equity,20250331,543.11,0,0,0
华泰柏瑞基金,passive_equity,20250630,532.03,0,-6.65,-15.52
华泰柏瑞基金,fixed_income_plus,20241231,1818.9,0,0,0
华泰柏瑞基金,fixed_income_plus,20250331,1973.51,0,0,0
华泰柏瑞基金,fixed_income_plus,20250630,2128.11,61.84,92.76,154.61
华泰柏瑞基金,fixed_income,20241231,1390.92,0,0,0
华泰柏瑞基金,fixed_income,20250331,1286.61,0,0,0
华泰柏瑞基金,fixed_income,20250630,1182.29,0,-62.59,-146.05
华泰柏瑞基金,fof,20241231,121.35,0,0,0
华泰柏瑞基金,fof,20250331,116.85,0,0,0
华泰柏瑞基金,fof,20250630,112.36,-2.25,-2.07,-4.67
华泰柏瑞基金,passive_equity_etf_with_link,20241231,4705.0,0,0,0
华泰柏瑞基金,passive_equity_etf_with_link,20250331,4852.5,0,0,0
华泰柏瑞基金,passive_equity_etf_with_link,20250630,5000.0,30,96,168
华泰柏瑞基金,passive_equity_etf_no_link,20241231,344.83,0,0,0
华泰柏瑞基金,passive_equity_etf_no_link,20250331,358.63,0,0,0
华泰柏瑞基金,passive_equity_etf_no_link,20250630,372.42,5.52,8.28,13.79
兴证全球基金,active_equity,20241231,1174.0,0,0,0
兴证全球基金,active_equity,20250331,1175.5,0,0,0
兴证全球基金,active_equity,20250630,1177.0,6,47,-51
兴证全球基金,passive_equity,20241231,563.47,0,0,0
兴证全球基金,passive_equity,20250331,552.2,0,0,0
兴证全球基金,passive_equity,20250630,540.93,0,-6.76,-15.78
兴证全球基金,fixed_income_plus,20241231,416.1,0,0,0
兴证全球基金,fixed_income_plus,20250331,424.43,0,0,0
兴证全球基金,fixed_income_plus,20250630,432.75,3.33,4.99,8.32
兴证全球基金,fixed_income,20241231,641.31,0,0,0
兴证全球基金,fixed_income,20250331,631.69,0,0,0
兴证全球基金,fixed_income,20250630,622.07,0,-5.77,-13.47
兴证全球基金,fof,20241231,153.0,0,0,0
兴证全球基金,fof,20250331,148.0,0,0,0
兴证全球基金,fof,20250630,143.0,8,7,-25
兴证全球基金,passive_equity_etf_with_link,20241231,414.23,0,0,0
兴证全球基金,passive_equity_etf_with_link,20250331,437.01,0,0,0
兴证全球基金,passive_equity_etf_with_link,20250630,459.79,9.11,13.67,22.78
兴证全球基金,passive_equity_etf_no_link,20241231,341.13,0,0,0
兴证全球基金,passive_equity_etf_no_link,20250331,359.89,0,0,0
兴证全球基金,passive_equity_etf_no_link,20250630,378.65,7.5,11.26,18.76
中银基金,active_equity,20241231,595.49,0,0,0
中银基金,active_equity,20250331,634.2,0,0,0
中银基金,active_equity,20250630,672.9,15.48,23.22,38.71
中银基金,passive_equity,20241231,553.72,0,0,0
中银基金,passive_equity,20250331,598.02,0,0,0
中银基金,passive_equity,20250630,642.32,17.72,26.58,44.3
中银基金,fixed_income_plus,20241231,378.39,0,0,0
中银基金,fixed_income_plus,20250331,372.71,0,0,0
中银基金,fixed_income_plus,20250630,367.04,0,-3.41,-7.95
中银基金,fixed_income,20241231,2649.0,0,0,0
中银基金,fixed_income,20250331,2532.5,0,0,0
中银基金,fixed_income,20250630,2416.0,0,13,-247
中银基金,fof,20241231,44.04,0,0,0
中银基金,fof,20250331,44.49,0,0,0
中银基金,fof,20250630,44.94,0.13,0.14,0.63
中银基金,passive_equity_etf_with_link,20241231,593.45,0,0,0
中银基金,passive_equity_etf_with_link,20250331,569.71,0,0,0
中银基金,passive_equity_etf_with_link,20250630,545.97,0,-14.24,-33.23
中银基金,passive_equity_etf_no_link,20241231,483.46,0,0,0
中银基金,passive_equity_etf_no_link,20250331,466.54,0,0,0
中银基金,passive_equity_etf_no_link,20250630,449.62,0,-10.15,-23.69
平安基金,active_equity,20241231,614.92,0,0,0
平安基金,active_equity,20250331,685.63,0,0,0
平安基金,active_equity,20250630,756.35,28.29,42.43,70.72
平安基金,passive_equity,20241231,597.9,0,0,0
平安基金,passive_equity,20250331,562.03,0,0,0
平安基金,passive_equity,20250630,526.15,0,-21.52,-50.22
平安基金,fixed_income_plus,20241231,464.25,0,0,0
平安基金,fixed_income_plus,20250331,429.43,0,0,0
平安基金,fixed_income_plus,20250630,394.62,0,-20.89,-48.75
平安基金,fixed_income,20241231,376.8,0,0,0
平安基金,fixed_income,20250331,369.27,0,0,0
平安基金,fixed_income,20250630,361.73,0,-4.52,-10.55
平安基金,fof,20241231,44.0,0,0,0
平安基金,fof,20250331,48.5,0,0,0
平安基金,fof,20250630,53.0,25,1,-17
平安基金,passive_equity_etf_with_link,20241231,526.15,0,0,0
平安基金,passive_equity_etf_with_link,20250331,486.69,0,0,0
平安基金,passive_equity_etf_with_link,20250630,447.23,0,-23.68,-55.25
平安基金,passive_equity_etf_no_link,20241231,428.26,0,0,0
平安基金,passive_equity_etf_no_link,20250331,398.29,0,0,0
平安基金,passive_equity_etf_no_link,20250630,368.31,0,-17.99,-41.97
景顺长城基金,active_equity,20241231,1421.0,0,0,0
景顺长城基金,active_equity,20250331,1380.5,0,0,0
景顺长城基金,active_equity,20250630,1340.0,27,51,-159
景顺长城基金,passive_equity,20241231,306.33,0,0,0
景顺长城基金,passive_equity,20250331,330.84,0,0,0
景顺长城基金,passive_equity,20250630,355.34,9.8,14.7,24.51
景顺长城基金,fixed_income_plus,20241231,1384.46,0,0,0
景顺长城基金,fixed_income_plus,20250331,1529.83,0,0,0
景顺长城基金,fixed_income_plus,20250630,1675.19,58.15,87.22,145.37
景顺长城基金,fixed_income,20241231,628.0,0,0,0
景顺长城基金,fixed_income,20250331,618.58,0,0,0
景顺长城基金,fixed_income,20250630,609.16,0,-5.65,-13.19
景顺长城基金,fof,20241231,68.92,0,0,0
景顺长城基金,fof,20250331,71.91,0,0,0
景顺长城基金,fof,20250630,74.91,1.56,0.96,3.47
景顺长城基金,passive_equity_etf_with_link,20241231,293.25,0,0,0
景顺长城基金,passive_equity_etf_with_link,20250331,297.64,0,0,0
景顺长城基金,passive_equity_etf_with_link,20250630,302.04,1.76,2.64,4.4
景顺长城基金,passive_equity_etf_no_link,20241231,241.5,0,0,0
景顺长城基金,passive_equity_etf_no_link,20250331,245.12,0,0,0
景顺长城基金,passive_equity_etf_no_link,20250630,248.74,1.45,2.17,3.62
中欧基金,passive_equity,20241231,107.37,0,0,0
中欧基金,passive_equity,20250331,104.68,0,0,0
中欧基金,passive_equity,20250630,102,0,-1.61,-3.76
中欧基金,fixed_income_plus,20241231,307.0,0,0,0
中欧基金,fixed_income_plus,20250331,433.0,0,0,0
中欧基金,fixed_income_plus,20250630,559.0,49,10,192
中欧基金,fixed_income,20241231,989.29,0,0,0
中欧基金,fixed_income,20250331,1048.64,0,0,0
中欧基金,fixed_income,20250630,1108,23.74,35.61,59.36
中欧基金,fof,20241231,103.0,0,0,0
中欧基金,fof,20250331,117.5,0,0,0
中欧基金,fof,20250630,132.0,5,3,21
中欧基金,passive_equity_etf_with_link,20241231,91.95,0,0,0
中欧基金,passive_equity_etf_with_link,20250331,85.98,0,0,0
中欧基金,passive_equity_etf_with_link,20250630,80,0,-3.59,-8.37
中欧基金,passive_equity_etf_no_link,20241231,48.78,0,0,0
中欧基金,passive_equity_etf_no_link,20250331,54.39,0,0,0
中欧基金,passive_equity_etf_no_link,20250630,60,2.24,3.37,5.61
银华基金,passive_equity,20241231,463.46,0,0,0
银华基金,passive_equity,20250331,472.73,0,0,0
银华基金,passive_equity,20250630,482,3.71,5.56,9.27
银华基金,fixed_income_plus,20241231,27.0,0,0,0
银华基金,fixed_income_plus,20250331,41.0,0,0,0
银华基金,fixed_income_plus,20250630,55.0,0,1,29
银华基金,fixed_income,20241231,1187.0,0,0,0
银华基金,fixed_income,20250331,1154.5,0,0,0
银华基金,fixed_income,20250630,1122.0,7,9,-80
银华基金,fof,20241231,17.0,0,0,0
银华基金,fof,20250331,20.5,0,0,0
银华基金,fof,20250630,24.0,14,1,-7
银华基金,passive_equity_etf_with_link,20241231,420.0,0,0,0
银华基金,passive_equity_etf_with_link,20250331,415.5,0,0,0
银华基金,passive_equity_etf_with_link,20250630,411.0,11,25,-45
银华基金,passive_equity_etf_no_link,20241231,399.0,0,0,0
银华基金,passive_equity_etf_no_link,20250331,381.5,0,0,0
银华基金,passive_equity_etf_no_link,20250630,364.0,11,24,-71
永赢基金,passive_equity,20241231,162.92,0,0,0
永赢基金,passive_equity,20250331,153.96,0,0,0
永赢基金,passive_equity,20250630,145,0,-5.38,-12.54
永赢基金,fixed_income_plus,20241231,354.35,0,0,0
永赢基金,fixed_income_plus,20250331,340.17,0,0,0
永赢基金,fixed_income_plus,20250630,326,0,-8.5,-19.84
永赢基金,fixed_income,20241231,3074.0,0,0,0
永赢基金,fixed_income,20250331,2884.5,0,0,0
永赢基金,fixed_income,20250630,2695.0,0,18,-401
永赢基金,fof,20241231,15.04,0,0,0
永赢基金,fof,20250331,15.01,0,0,0
永赢基金,fof,20250630,14.98,0.0,-0.02,-0.04
永赢基金,passive_equity_etf_with_link,20241231,85.96,0,0,0
永赢基金,passive_equity_etf_with_link,20250331,91.98,0,0,0
永赢基金,passive_equity_etf_with_link,20250630,98,2.41,3.61,6.02
永赢基金,passive_equity_etf_no_link,20241231,95.6,0,0,0
永赢基金,passive_equity_etf_no_link,20250331,91.3,0,0,0
永赢基金,passive_equity_etf_no_link,20250630,87,0,-2.58,-6.02
万家基金,active_equity,20241231,221.43,0,0,0
万家基金,active_equity,20250331,232.5,0,0,0
万家基金,active_equity,20250630,243.57,4.43,6.64,11.07
万家基金,passive_equity,20241231,198.4,0,0,0
万家基金,passive_equity,20250331,212.28,0,0,0
万家基金,passive_equity,20250630,226.17,5.56,8.33,13.89
万家基金,fixed_income_plus,20241231,311.33,0,0,0
万家基金,fixed_income_plus,20250331,303.54,0,0,0
万家基金,fixed_income_plus,20250630,295.76,0,-4.67,-10.9
万家基金,fixed_income,20241231,327.49,0,0,0
万家基金,fixed_income,20250331,302.93,0,0,0
万家基金,fixed_income,20250630,278.36,0,-14.74,-34.39
万家基金,fof,20241231,25.72,0,0,0
万家基金,fof,20250331,25.34,0,0,0
万家基金,fof,20250630,24.97,-0.11,-0.25,-0.39
万家基金,passive_equity_etf_with_link,20241231,167.17,0,0,0
万家基金,passive_equity_etf_with_link,20250331,179.71,0,0,0
万家基金,passive_equity_etf_with_link,20250630,192.24,5.02,7.52,12.54
万家基金,passive_equity_etf_no_link,20241231,173.98,0,0,0
万家基金,passive_equity_etf_no_link,20250331,166.15,0,0,0
万家基金,passive_equity_etf_no_link,20250630,158.32,0,-4.7,-10.96
交银施罗德基金,active_equity,20241231,901.0,0,0,0
交银施罗德基金,active_equity,20250331,884.5,0,0,0
交银施罗德基金,active_equity,20250630,868.0,15,63,-112
交银施罗德基金,passive_equity,20241231,187.23,0,0,0
交银施罗德基金,passive_equity,20250331,209.7,0,0,0
交银施罗德基金,passive_equity,20250630,232.16,8.99,13.48,22.47
交银施罗德基金,fixed_income_plus,20241231,437.22,0,0,0
交银施罗德基金,fixed_income_plus,20250331,476.57,0,0,0
交银施罗德基金,fixed_income_plus,20250630,515.92,15.74,23.61,39.35
交银施罗德基金,fixed_income,20241231,766.91,0,0,0
交银施罗德基金,fixed_income,20250331,809.09,0,0,0
交银施罗德基金,fixed_income,20250630,851.27,16.87,25.31,42.18
交银施罗德基金,fof,20241231,83.0,0,0,0
交银施罗德基金,fof,20250331,73.5,0,0,0
交银施罗德基金,fof,20250630,64.0,0,3,-22
交银施罗德基金,passive_equity_etf_with_link,20241231,171.6,0,0,0
交银施罗德基金,passive_equity_etf_with_link,20250331,184.47,0,0,0
交银施罗德基金,passive_equity_etf_with_link,20250630,197.34,5.15,7.72,12.87
交银施罗德基金,passive_equity_etf_no_link,20241231,135.43,0,0,0
交银施罗德基金,passive_equity_etf_no_link,20250331,148.97,0,0,0
交银施罗德基金,passive_equity_etf_no_link,20250630,162.51,5.42,8.13,13.54
兴业基金,active_equity,20241231,96.15,0,0,0
兴业基金,active_equity,20250331,98.08,0,0,0
兴业基金,active_equity,20250630,100,0.77,1.15,1.92
兴业基金,passive_equity,20241231,27.47,0,0,0
兴业基金,passive_equity,20250331,26.24,0,0,0
兴业基金,passive_equity,20250630,25,0,-0.74,-1.73
兴业基金,fixed_income_plus,20241231,363.53,0,0,0
兴业基金,fixed_income_plus,20250331,336.26,0,0,0
兴业基金,fixed_income_plus,20250630,309,0,-16.36,-38.17
兴业基金,fixed_income,20241231,1940.0,0,0,0
兴业基金,fixed_income,20250331,2122.5,0,0,0
兴业基金,fixed_income,20250630,2305.0,0,14,349
兴业基金,fof,20241231,14.08,0,0,0
兴业基金,fof,20250331,14.07,0,0,0
兴业基金,fof,20250630,14.05,0.0,-0.01,-0.02
兴业基金,passive_equity_etf_with_link,20241231,18.35,0,0,0
兴业基金,passive_equity_etf_with_link,20250331,19.17,0,0,0
兴业基金,passive_equity_etf_with_link,20250630,20,0.33,0.5,0.83
兴业基金,passive_equity_etf_no_link,20241231,12.1,0,0,0
兴业基金,passive_equity_etf_no_link,20250331,13.55,0,0,0
兴业基金,passive_equity_etf_no_link,20250630,15,0.58,0.87,1.45
大成基金,active_equity,20241231,762.0,0,0,0
大成基金,active_equity,20250331,809.5,0,0,0
大成基金,active_equity,20250630,857.0,27,46,21
大成基金,passive_equity,20241231,284.56,0,0,0
大成基金,passive_equity,20250331,270.33,0,0,0
大成基金,passive_equity,20250630,256.1,0,-8.54,-19.92
大成基金,fixed_income_plus,20241231,598.04,0,0,0
大成基金,fixed_income_plus,20250331,571.12,0,0,0
大成基金,fixed_income_plus,20250630,544.21,0,-16.15,-37.68
大成基金,fixed_income,20241231,646.41,0,0,0
大成基金,fixed_income,20250331,659.33,0,0,0
大成基金,fixed_income,20250630,672.26,5.17,7.76,12.93
大成基金,fof,20241231,-1.14,0,0,0
大成基金,fof,20250331,15.48,0,0,0
大成基金,fof,20250630,32.1,6.65,9.97,16.62
大成基金,passive_equity_etf_with_link,20241231,179.9,0,0,0
大成基金,passive_equity_etf_with_link,20250331,198.79,0,0,0
大成基金,passive_equity_etf_with_link,20250630,217.69,7.56,11.33,18.89
大成基金,passive_equity_etf_no_link,20241231,164.47,0,0,0
大成基金,passive_equity_etf_no_link,20250331,171.87,0,0,0
大成基金,passive_equity_etf_no_link,20250630,179.27,2.96,4.44,7.4
浦银安盛基金,active_equity,20241231,190.16,0,0,0
浦银安盛基金,active_equity,20250331,204.42,0,0,0
浦银安盛基金,active_equity,20250630,218.68,5.7,8.56,14.26
浦银安盛基金,passive_equity,20241231,198.8,0,0,0
浦银安盛基金,passive_equity,20250331,208.74,0,0,0
浦银安盛基金,passive_equity,20250630,218.68,3.98,5.96,9.94
浦银安盛基金,fixed_income_plus,20241231,431.71,0,0,0
浦银安盛基金,fixed_income_plus,20250331,459.77,0,0,0
浦银安盛基金,fixed_income_plus,20250630,487.83,11.22,16.84,28.06
浦银安盛基金,fixed_income,20241231,566.12,0,0,0
浦银安盛基金,fixed_income,20250331,577.44,0,0,0
浦银安盛基金,fixed_income,20250630,588.76,4.53,6.79,11.32
浦银安盛基金,fof,20241231,36.52,0,0,0
浦银安盛基金,fof,20250331,28.47,0,0,0
浦银安盛基金,fof,20250630,20.43,0.0,-4.83,-11.26
浦银安盛基金,passive_equity_etf_with_link,20241231,160.24,0,0,0
浦银安盛基金,passive_equity_etf_with_link,20250331,173.06,0,0,0
浦银安盛基金,passive_equity_etf_with_link,20250630,185.88,5.13,7.69,12.82
浦银安盛基金,passive_equity_etf_no_link,20241231,123.45,0,0,0
浦银安盛基金,passive_equity_etf_no_link,20250331,138.26,0,0,0
浦银安盛基金,passive_equity_etf_no_link,20250630,153.08,5.93,8.89,14.81
华宝基金,active_equity,20241231,450.26,0,0,0
华宝基金,active_equity,20250331,436.76,0,0,0
华宝基金,active_equity,20250630,423.25,0,-8.1,-18.91
华宝基金,passive_equity,20241231,530.51,0,0,0
华宝基金,passive_equity,20250331,559.69,0,0,0
华宝基金,passive_equity,20250630,588.87,11.67,17.51,29.18
华宝基金,fixed_income_plus,20241231,170.1,0,0,0
华宝基金,fixed_income_plus,20250331,186.26,0,0,0
华宝基金,fixed_income_plus,20250630,202.42,6.46,9.7,16.16
华宝基金,fixed_income,20241231,460.05,0,0,0
华宝基金,fixed_income,20250331,450.85,0,0,0
华宝基金,fixed_income,20250630,441.65,0,-5.52,-12.88
华宝基金,fof,20241231,16.2,0,0,0
华宝基金,fof,20250331,17.46,0,0,0
华宝基金,fof,20250630,18.73,0.51,0.76,1.26
华宝基金,passive_equity_etf_with_link,20241231,476.7,0,0,0
华宝基金,passive_equity_etf_with_link,20250331,488.62,0,0,0
华宝基金,passive_equity_etf_with_link,20250630,500.54,4.77,7.15,11.92
华宝基金,passive_equity_etf_no_link,20241231,385.24,0,0,0
华宝基金,passive_equity_etf_no_link,20250331,398.72,0,0,0
华宝基金,passive_equity_etf_no_link,20250630,412.21,5.39,8.09,13.48
长城基金,active_equity,20241231,199.17,0,0,0
长城基金,active_equity,20250331,202.16,0,0,0
长城基金,active_equity,20250630,205.15,1.2,1.79,2.99
长城基金,passive_equity,20241231,191.95,0,0,0
长城基金,passive_equity,20250331,205.39,0,0,0
长城基金,passive_equity,20250630,218.82,5.37,8.06,13.44
长城基金,fixed_income_plus,20241231,398.34,0,0,0
长城基金,fixed_income_plus,20250331,404.32,0,0,0
长城基金,fixed_income_plus,20250630,410.29,2.39,3.59,5.98
长城基金,fixed_income,20241231,387.3,0,0,0
长城基金,fixed_income,20250331,412.47,0,0,0
长城基金,fixed_income,20250630,437.65,10.07,15.1,25.17
长城基金,fof,20241231,37.33,0,0,0
长城基金,fof,20250331,27.31,0,0,0
长城基金,fof,20250630,17.29,0.0,-6.01,-14.03
长城基金,passive_equity_etf_with_link,20241231,186.0,0,0,0
长城基金,passive_equity_etf_with_link,20250331,186.0,0,0,0
长城基金,passive_equity_etf_with_link,20250630,186.0,0.0,0.0,0.0
长城基金,passive_equity_etf_no_link,20241231,176.06,0,0,0
长城基金,passive_equity_etf_no_link,20250331,164.62,0,0,0
长城基金,passive_equity_etf_no_link,20250630,153.18,0,-6.87,-16.02
